Protocol #	Country	Site #	Site Status	Site Enroll Status	PI Last Name	PI First Name	Account	Site Clin Complete - Actual	CTP Complete Date - Actual	Data Refresh Date
AI452-004	USA	1235	Active	Recruiting	Kowdley	Krishnamu	Virginia Mason Medical Center			12/7/2018
AI452-004	USA	1236	Active	Recruiting	Charlton	Michael	Mayo Clinic Rochester			12/7/2018
AI452-004	USA	1237	Active	Recruiting	Hassanein	Tarek	Scti Research Foundation			12/7/2018
AI452-004	USA	1238	Active	Recruiting	Fallon	Michael	University Of Texas Health Science Center			12/7/2018
AI452-004	USA	1239	Active	Recruiting	Shiffman	Mitchell	Mary Immaculate Hospital			12/7/2018
AI452-004	USA	1240	Active	Recruiting	Enayati	Pedram	California Liver Institute			12/7/2018
AI452-042	USA	1	Active	Not Applicable	Prince	Alice	Columbia University		5/12/2011 0:00	12/7/2018
AI452-118	USA	1	Active	Not Applicable	Fuchs	Elaine	Rockefeller Univ Hospital		3/24/2014 0:00	12/7/2018
AI452-127	USA	1	Active	Not Applicable	Zink	Mary Christine	Johns Hopkins		10/25/2007 0:00	12/7/2018
AI452-139	United Kingdom	1	Active	Not Applicable	Udalova	Maya	Municipal Institution Of Healthcare Clinical Hospital # 12		7/25/2012 0:00	12/7/2018
AI452-149	USA	1	Active	Not Applicable	Klein	Robyn	Washington University School of Medicine		3/24/2015 0:00	12/7/2018
AI452-150	United Kingdom	1	Active	Recruiting	Johnson	Sebastian	National Heart and Lung Institute		4/7/2015 0:00	12/7/2018
AI452-151	USA	1	Active	Recruiting	Diamond	Michael	Washington University School of Medicine		7/2/2015 0:00	12/7/2018
AI452-152	USA	1	Active	Recruiting	Zanoni	Ivan	Harvard University		10/14/2015 0:00	12/7/2018
AI463-121	France	1	Selected	Not Recruiting	Zarski	Jean-Pierre	Hopital Albert Michallon - Chu De Grenoble			12/7/2018
AI463-121	Germany	2	Planned	Not Recruiting	Zeuzem	Stefan	Johann Wolfgang Goethe Universitaet			12/7/2018
AI463-121	Poland	3	Planned	Not Recruiting	Postawa-Klosinska	Barbara	"Postawa-Klosinska, Barbara"			12/7/2018
AI463-121	Romania	4	Planned	Not Recruiting	Voinea	Florea	Clinical University County Emergency Constanta			12/7/2018
AI463-121	Turkey	5	Planned	Not Recruiting	Leblebicioglu	Hakan	Ondokuz Mayis Universitesi Tip Fakultesi Infeksiyon			12/7/2018
AI463-170	Taiwan	1	Active	"Active, Not Recruiting"	Su	Chien-Wei	Taipei Veterans General Hospital		2/1/2011 0:00	12/7/2018
AI463-509	Israel	1	Active	Not Applicable	Trivizki	Omer	Tel Aviv Medical Center		12/5/2014 0:00	12/7/2018
AI463-511	Japan	1	Active	Not Applicable	Tanaka	Yasuhito	Nagoya City University Hospital		9/18/2014 0:00	12/7/2018
AI463-514	"Korea, Republic of"	1	Active	Recruiting	Kim	Sanghee	A Plus Seoul Inc.		1/12/2018 0:00	12/7/2018
AI463-520	China	1	Active	"Active, Not Recruiting"	Hou	Jinlin	Guangzhou Nanfang Hospital		5/18/2016 0:00	12/7/2018
AI463-521	Taiwan	1	Active	Recruiting	Kao	Jia-Horng	National Taiwan University Hospital		3/31/2017 0:00	12/7/2018
AI463-527	Taiwan	1	Active	Recruiting	Huang	Yi-Hsiang	Taipei Veterans General Hospital		3/30/2018 0:00	12/7/2018
AI463-530	Japan	1	Active	Not Applicable	Nakamura	Tsutomu	Osaka University of Pharmaceutical Sciences		7/17/2017 0:00	12/7/2018
AI463-531	Japan	1	Active	Not Applicable	Chayama	Kazuaki	Hiroshima University Hospital		2/26/2018 0:00	12/7/2018
AI463-952	China	1	Active	"Active, Not Recruiting"	Jia	Jidong	"Beijing Friendship Hospital, Affiliated Of C.U.M.S"		10/31/2012 0:00	12/7/2018
AI463-962	Taiwan	1	Active	"Active, Not Recruiting"	Huang	Yi-Hsiang	Taipei Veterans General Hospital		6/28/2013 0:00	12/7/2018
AI463-983	China	1	Active	"Active, Not Recruiting"	Gao	Zhiliang	"The 3rd Affiliated Hospital, Sun Yat-Sen University"		12/11/2014 0:00	12/7/2018
AI467-003	Argentina	31	Selected	Not Recruiting	Altclas	Javier	Centro de Medicina Integral e Investigacion Clinica MEDEOS			12/7/2018
AI467-003	Argentina	32	Planned	Not Recruiting	Cahn	Pedro	Fundacion Huesped			12/7/2018
AI467-003	Argentina	33	Planned	Not Recruiting	Cassetti	Lidia Isabel	Helios Salud S.A.			12/7/2018
AI467-003	Argentina	34	Planned	Not Recruiting	Galindez	Jorge	Cibic -Centro De Diagnostico Medico De Alta Complejidad S.A.			12/7/2018
AI467-003	Argentina	35	Planned	Not Recruiting	Lupo	Sergio	Instituto Caici			12/7/2018
AI467-003	Argentina	36	Planned	Not Recruiting	Zala	Carlos	Hospital Central De San Isidro			12/7/2018
AI467-003	Australia	37	Cancelled	Cancelled	Smith	Don	Albion Street Centre			12/7/2018
AI467-003	Australia	38	Clinically Complete	Completed	Quin	John	Liverpool Hospital	5/29/2013 0:00	6/28/2012 0:00	12/7/2018
AI467-003	Australia	39	Clinically Complete	Completed	Bloch	Mark	Holdsworth House Medical Practice	9/17/2014 0:00	4/13/2012 0:00	12/7/2018
AI467-003	Australia	40	Clinically Complete	Completed	Elliott	Julian	The Alfred Hospital	9/10/2014 0:00	5/16/2012 0:00	12/7/2018
AI467-003	Australia	41	Cancelled	Cancelled	Roth	Norman	Prahran Market Clinic	12/19/2012 0:00	6/6/2012 0:00	12/7/2018
AI467-003	Australia	96	Clinically Complete	Completed	Finlayson	Robert	Taylor Square Private Clinic	9/16/2014 0:00	4/24/2012 0:00	12/7/2018
AI467-003	Brazil	44	Planned	Not Recruiting	Caseiro	Marcos Montani	"Hospital Guilherme Alvaro, Centro de Pesquisa Clinica"			12/7/2018
AI467-003	Brazil	50	Planned	Not Recruiting	Eira	Margareth	Instituto De Infectologia Emilio Ribas			12/7/2018
AI467-003	Brazil	51	Planned	Not Recruiting	Timerman	Artur	Complexo Hospitalar Edmundo Vasconcelos			12/7/2018
AI467-003	Brazil	52	Planned	Not Recruiting	Lopes	Max	Hosp Das Clinicas Universidade De Sao Paulo ? Casa Da Aids			12/7/2018
AI467-003	Canada	27	Planned	Not Recruiting	Walmsley	Sharon	University Health Network			12/7/2018
AI467-003	Canada	28	Clinically Complete	Completed	Baril	Jean-Guy	Clinique Medicale Du Quartier Latin	8/26/2014 0:00	6/4/2012 0:00	12/7/2018
AI467-003	Canada	29	Clinically Complete	Completed	Conway	Brian	Downtown Infectious Diseases Clinic	5/7/2013 0:00	5/16/2012 0:00	12/7/2018
AI467-003	Canada	30	Clinically Complete	Not Recruiting	Trottier	Benoit	Clinique Medicale L?Actuel	8/27/2014 0:00	4/2/2012 0:00	12/7/2018
AI467-003	Chile	56	Planned	Not Recruiting	Gaete	Pablo Antonio	Hospital Clinico de la Universidad De Chile			12/7/2018
AI467-003	Chile	57	Planned	Not Recruiting	Munoz	Manuel	Hosp. Dr Hernan Henriquez Aravena / Unid. De Infectologia			12/7/2018
AI467-003	Chile	58	Clinically Complete	Completed	Lasso	Martin Francisco	Complejo Asistencial Dr. Sotero del Rio	8/19/2014 0:00	6/27/2012 0:00	12/7/2018
AI467-003	Chile	59	Clinically Complete	Completed	Perez	Carlos	Pontifica Universidad Catolica De Chile	8/14/2014 0:00	7/6/2012 0:00	12/7/2018
AI467-003	Colombia	53	Clinically Complete	Completed	Sussmann Pena	Otto	Asistencia Cientifica De Alta Complejidad	8/27/2014 0:00	6/21/2012 0:00	12/7/2018
AI467-003	Colombia	54	Planned	Not Recruiting	Arango	Alvaro	Fundacion Cardioinfantil - Instituto De Cardiologia			12/7/2018
AI467-003	Colombia	55	Clinically Complete	Completed	Mendoza	Henry Enmanuel	Riesgo De Fractura S.A. Cayre Ips	11/26/2013 0:00	6/25/2012 0:00	12/7/2018
AI467-003	France	65	Clinically Complete	Not Recruiting	Raffi	Francois	Chu Nantes	10/17/2012 0:00	6/6/2012 0:00	12/7/2018
AI467-003	France	66	Clinically Complete	Not Recruiting	Molina	Jean-Michel	Hopital Saint Louis	12/14/2012 0:00	5/31/2012 0:00	12/7/2018
AI467-003	France	67	Clinically Complete	Completed	Cotte	Laurent	Hospices Civils De Lyon	12/13/2013 0:00	6/6/2012 0:00	12/7/2018
AI467-003	France	68	Clinically Complete	Not Recruiting	De Truchis	Pierre	Hopital Universitaire Raymond Poincare	11/9/2012 0:00	5/31/2012 0:00	12/7/2018
AI467-003	Germany	69	Planned	Not Recruiting	Faetkenheuer	Gerd	University Of Cologne			12/7/2018
AI467-003	Germany	70	Planned	Not Recruiting	Bogner	Johannes	University Of Munich			12/7/2018
AI467-003	Germany	71	Planned	Not Recruiting	Rockstroh	Juergen	Universitaetsklinikum Bonn			12/7/2018
AI467-003	Germany	72	Planned	Not Recruiting	Stoehr	Albrecht	Ifi-Studien Und Projekte Gmbh			12/7/2018
AI467-003	Germany	73	Planned	Not Recruiting	Arasteh	Keikawus	Epimed Gmbh			12/7/2018
AI467-003	Germany	74	Planned	Not Recruiting	Esser	Stefan	Hiv Ambulanz			12/7/2018
AI467-003	Hungary	97	Clinically Complete	Completed	Banhegyi	Denes	Fovarosionkormanyzat Egyesitett	5/23/2013 0:00	6/8/2012 0:00	12/7/2018
AI467-003	Mexico	60	Planned	Not Recruiting	Tecalero Hernandez	Jose	Capasits Durango			12/7/2018
AI467-003	Mexico	61	Planned	Not Recruiting	Crabtree Ramirez	Brenda Eloisa	Inst. Nac. De Ciencias Medicas Y Nutricion Salvador Zubiran			12/7/2018
AI467-003	Mexico	62	Clinically Complete	Completed	Santoscoy Gomez	Mario Alberto	Centro Glucomedi Sc	8/20/2014 0:00	6/20/2012 0:00	12/7/2018
AI467-003	Mexico	63	Planned	Not Recruiting	Trevino Perez	Sandra Carlota	"MCCR, Mexico Centre for Clinical Research SA de CV"			12/7/2018
AI467-003	Mexico	64	Planned	Not Recruiting	Amaya	Gerardo	Hospital De Especialidades Del Centro Medico Puerta De Hierr			12/7/2018
AI467-003	Peru	45	Clinically Complete	Completed	Casapia Morales	Wilfredo Martin	Asociacion Civil Selva Amazonica (Acsa)	9/9/2014 0:00	7/5/2012 0:00	12/7/2018
AI467-003	Peru	46	Clinically Complete	Completed	Echevarria Zarate	Juan Ignacio	Hospital Nacional Cayetano Heredia	9/11/2014 0:00	7/13/2012 0:00	12/7/2018
AI467-003	Peru	47	Not Selected	Not Recruiting	Lama Valdivia	Javier Ricardo	"Asociacion Civil Impacta Salud Y Educacion, Sede Sam Miguel"			12/7/2018
AI467-003	Peru	48	Clinically Complete	Completed	Leon	Mey	Asociacion Civil Impacta Salud Y Educacion	9/11/2014 0:00	7/13/2012 0:00	12/7/2018
AI467-003	Peru	49	Clinically Complete	Completed	Florez Granda	Alberto Alfredo	Asociacion Civil Via Libre	9/18/2014 0:00	6/20/2012 0:00	12/7/2018
AI467-003	Poland	91	Planned	Not Recruiting	Horban	Andrzej	Samodzielny Publiczny Zaklad Opieki Zdrowotnej			12/7/2018
AI467-003	Poland	92	Planned	Not Recruiting	Mazur	Wlodzimierz	Szpital Specjalistyczny W Chorzowie Oddzia# Obserwacyjno	5/13/2013 0:00	6/15/2012 0:00	12/7/2018
AI467-003	Portugal	83	Planned	Not Recruiting	Teofilo	Eugenio	Hospital De Santo Antonio Dos Capuchos			12/7/2018
AI467-003	Portugal	84	Planned	Not Recruiting	Antunes	Francisco	Hospital De Santa Maria			12/7/2018
AI467-003	Portugal	85	Planned	Not Recruiting	Serrao	Rosario	Hospital De Sao Joao			12/7/2018
AI467-003	South Africa	75	Clinically Complete	Completed	Orrell	Catherine	Desmond Tutu Hiv Foundation	9/26/2014 0:00	5/28/2012 0:00	12/7/2018
AI467-003	South Africa	76	Clinically Complete	Completed	Johnson	David	Dr David Johnson	9/15/2014 0:00	5/17/2012 0:00	12/7/2018
AI467-003	South Africa	77	Clinically Complete	Completed	De Vries Basson	Matthys Michael	Tiervlei Trial Center	9/25/2014 0:00	5/17/2012 0:00	12/7/2018
AI467-003	South Africa	78	Clinically Complete	Completed	Latiff	Gulam	Private Practice	9/11/2014 0:00	5/22/2012 0:00	12/7/2018
AI467-003	South Africa	79	Clinically Complete	Completed	Fourie	Jan	Dr J Fourie Medical Centre	9/25/2014 0:00	5/23/2012 0:00	12/7/2018
AI467-003	South Africa	80	Clinically Complete	Completed	Mohapi	Lerato	Perinatal Hiv Research Unit	9/19/2014 0:00	6/13/2012 0:00	12/7/2018
AI467-003	South Africa	81	Clinically Complete	Completed	Lalloo	Umesh	Durban Clinical Trials Unit	9/12/2014 0:00	7/10/2012 0:00	12/7/2018
AI467-003	South Africa	82	Clinically Complete	Completed	Lombaard	Johannes	Josha Research	9/22/2014 0:00	5/16/2012 0:00	12/7/2018
AI467-003	Spain	86	Cancelled	Not Applicable	Rivero	Antonio	Hospital Reina Sofia	6/21/2012 0:00		12/7/2018
AI467-003	Spain	87	Clinically Complete	Completed	Clotet	Bonaventura	Hospital Germans Trias I Pujol	9/22/2014 0:00	6/12/2012 0:00	12/7/2018
AI467-003	Spain	88	Clinically Complete	Completed	Gatell	Josep	Hospital Clinic De Barcelona	9/15/2014 0:00	5/31/2012 0:00	12/7/2018
AI467-003	Spain	89	Clinically Complete	Completed	Gorgolas	Miguel	Fundacion Jimenez Diaz	9/18/2014 0:00	6/8/2012 0:00	12/7/2018
AI467-003	Spain	90	Not Selected	Not Applicable	Soriano	Vicente	Hospital Carlos I I I			12/7/2018
AI467-003	Thailand	42	Clinically Complete	Completed	Avihingsanon	Anchalee	"Hiv-Nat, Thai Red Cross Aids Research Centre"	9/10/2014 0:00	5/2/2012 0:00	12/7/2018
AI467-003	Thailand	43	Clinically Complete	Completed	Manosuthi	Weerawat	Bumrasnaradura Infectious Diseases Institute (Bidi)	9/12/2014 0:00	5/29/2012 0:00	12/7/2018
AI467-003	Thailand	93	Clinically Complete	Completed	Mootsikapun	Piroon	Srinagarind Hospital	9/15/2014 0:00	5/4/2012 0:00	12/7/2018
AI467-003	Thailand	94	Clinically Complete	Completed	Ratanasuwan	Winai	Siriraj Hospital	9/15/2014 0:00	5/28/2012 0:00	12/7/2018
AI467-003	Thailand	95	Clinically Complete	Completed	Sungkanuparph	Somnuek	Ramathibodi Hospital	9/19/2014 0:00	5/23/2012 0:00	12/7/2018
AI467-003	USA	1	Clinically Complete	Completed	Lewis	Stanley	St. Hope Foundation	9/10/2014 0:00	1/16/2012 0:00	12/7/2018
AI467-003	USA	2	Clinically Complete	Not Recruiting	Mccurdy	Lewis Hall	Id Consultants	2/11/2013 0:00	4/3/2012 0:00	12/7/2018
AI467-003	USA	3	Clinically Complete	Completed	Mcdonald	Cheryl	Tarrant County Infectious Disease Associates	8/13/2014 0:00	3/19/2012 0:00	12/7/2018
AI467-003	USA	4	Clinically Complete	Completed	Osiyemi	Olayemi	"Triple O Medical Services, P.A."	8/19/2014 0:00	3/6/2012 0:00	12/7/2018
AI467-003	USA	5	Clinically Complete	Completed	Pollard	Richard	Uc Davis Medical Center	9/18/2014 0:00	6/11/2012 0:00	12/7/2018
AI467-003	USA	6	Clinically Complete	Not Recruiting	Akil	Bisher	Chelsea Village Medical	5/14/2013 0:00	1/20/2012 0:00	12/7/2018
AI467-003	USA	7	Clinically Complete	Not Recruiting	Albrecht	Helmut	Usc School Of Medicine	2/15/2013 0:00	6/19/2012 0:00	12/7/2018
AI467-003	USA	8	Planned	Not Recruiting	Feinberg	Judith	University Of Cincinnati College Of Medicine			12/7/2018
AI467-003	USA	9	Clinically Complete	Completed	Gathe	Joseph	"Therapeutic Concepts, P.A."	2/25/2013 0:00	6/11/2012 0:00	12/7/2018
AI467-003	USA	10	Clinically Complete	Completed	Gupta	Samir	Indiana University Infectious Diseases	9/4/2014 0:00	3/28/2012 0:00	12/7/2018
AI467-003	USA	11	Clinically Complete	Not Recruiting	Haubrich	Richard H.	Ucsd Antiviral Research Center	2/22/2013 0:00	6/13/2012 0:00	12/7/2018
AI467-003	USA	12	Clinically Complete	Completed	Shon	Alyssa	University At Buffalo	9/30/2014 0:00	5/18/2012 0:00	12/7/2018
AI467-003	USA	13	Clinically Complete	Completed	Leider	Jason	Jacobi Medical Center	9/16/2014 0:00	3/30/2012 0:00	12/7/2018
AI467-003	USA	14	Clinically Complete	Completed	Thompson	Melanie	Aids Research Consortium Of Atlanta	9/24/2012 0:00	4/16/2012 0:00	12/7/2018
AI467-003	USA	15	Clinically Complete	Completed	Brinson	Cynthia	Central Texas Clinical Research	1/22/2013 0:00	1/16/2012 0:00	12/7/2018
AI467-003	USA	16	Clinically Complete	Completed	Dejesus	Edwin	Orlando Immunology Center	12/12/2012 0:00	2/15/2011 0:00	12/7/2018
AI467-003	USA	17	Selected	Not Recruiting	Ward	Douglas	Dupont Circle Physicians Group			12/7/2018
AI467-003	USA	18	Clinically Complete	Completed	Sloan	Louis	North Texas Infectious Disease Consultants	9/9/2014 0:00	1/16/2012 0:00	12/7/2018
AI467-003	USA	19	Cancelled	Cancelled	Mills	Anthony	Anthony M. Mills Md Inc			12/7/2018
AI467-003	USA	20	Planned	Not Recruiting	Murphy	Melissa	The Research And Education Group			12/7/2018
AI467-003	USA	21	Planned	Not Recruiting	Ruane	Peter	Peter J Ruane Md Inc			12/7/2018
AI467-003	USA	22	Clinically Complete	Completed	Rhame	Frank	Clinic 42 And International Travel Clinic	8/28/2014 0:00	2/27/2012 0:00	12/7/2018
AI467-003	USA	23	Cancelled	Cancelled	Kozal	Michael	Yale University School Of Medicine			12/7/2018
AI467-003	USA	24	Planned	Not Recruiting	Sweet	Donna	University of Kansas School of Medicine - Wichita			12/7/2018
AI467-003	USA	25	Planned	Not Recruiting	Squires	Kathleen	Thomas Jefferson University			12/7/2018
AI467-003	USA	26	Clinically Complete	Completed	Tebas	Pablo	University Of Pennsylvania	5/7/2013 0:00	6/11/2012 0:00	12/7/2018
AI468-063	USA	1	Clinically Complete	Completed	Hunt	Thomas	"PPD Development, LP"	5/8/2016 0:00	10/30/2015 0:00	12/7/2018
AI471-029	USA	1	Active	Not Applicable	Hasenkrug	Kim	National Institute of Allergy and Infectious Diseases		4/3/2014 0:00	12/7/2018
AI471-031	USA	1	Active	Recruiting	Cote	Paul	Georgetown University Medical Center		3/28/2014 0:00	12/7/2018
AI471-047	USA	1	Active	Not Applicable	Sacha	Jonah	Oregon Health & Science University		8/20/2015 0:00	12/7/2018
AI471-048	USA	1	Active	Not Applicable	Ndhlovu	Lishomwa	University of Hawaii		6/19/2014 0:00	12/7/2018
AI471-065	Australia	1	Active	Recruiting	Lewin	Sharon	University Of Melbourne		4/14/2016 0:00	12/7/2018
AI471-069	Netherlands	1	Active	Not Applicable	De Vries	E.G.E	University Medical Center Groningen		10/26/2015 0:00	12/7/2018
AI471-070	USA	1	Active	Recruiting	Liu	Dongfang	Texas Children'S Hospital		6/12/2015 0:00	12/7/2018
AI471-079	USA	1	Planned	Recruiting	Mellors	John	University Of Pittsburgh		12/18/2015 0:00	12/7/2018
AI471-080	USA	1	Active	Recruiting	Ploss	Alexander	Princeton University		1/14/2016 0:00	12/7/2018
AI471-081	USA	1	Active	Recruiting	Ahmed	Rafi	Emory University		1/15/2016 0:00	12/7/2018
AI471-083	USA	1	Active	Not Applicable	Hotchkiss	Richard	Washington University School Of Medicine		11/18/2016 0:00	12/7/2018
AI471-085	USA	1	Active	Recruiting	Iyer	Renuka	Roswell Park Cancer Institute		1/13/2017 0:00	12/7/2018
AI471-086	USA	1	Active	Not Applicable	Hotchkiss	Richard	Washington University in St. Louis		12/18/2017 0:00	12/7/2018
AI472-013	Puerto Rico	1	Clinically Complete	Completed	Rodriguez-Torres	Maribel	Fundacion De Investigacion De Diego	11/5/2013 0:00	1/31/2013 0:00	12/7/2018
AI472-013	USA	2	Active	Not Recruiting	Hazan	Lydie	Axis Clinical Trials		1/10/2013 0:00	12/7/2018
AI472-013	USA	3	Clinically Complete	Completed	Matson	Mark	Prism Research	7/12/2013 0:00	11/18/2012 0:00	12/7/2018
AI472-013	USA	4	Clinically Complete	Not Recruiting	Lawitz	Eric	Texas Liver Institute	1/10/2014 0:00	12/11/2012 0:00	12/7/2018
AI472-013	USA	5	Clinically Complete	Not Applicable	Smith	William	New Orleans Center For Clinical Research - Knoxville	7/10/2013 0:00	1/23/2013 0:00	12/7/2018
AI472-014	USA	1	Active	Completed	Hernandez	Adrian	Duke Clinic Res Inst		3/29/2013 0:00	12/7/2018
CA001-030	Australia	2	Active	"Active, Not Recruiting"	Markman	Benjamin	Monash Medical Centre Clayton		12/17/2014 0:00	12/7/2018
CA001-030	Australia	11	Active	"Active, Not Recruiting"	Andelkovic	Vladimir	Princess Alexandra Hospital		5/16/2016 0:00	12/7/2018
CA001-030	Australia	14	Not Selected	Not Applicable	Millward	Michael	Linear Clinical Research Ltd			12/7/2018
CA001-030	Australia	16	Cancelled	Cancelled	John	Thomas	Austin Hospital			12/7/2018
CA001-030	Australia	20	Active	"Active, Not Recruiting"	Clarke	Stephen	Royal North Shore Hospital		8/2/2016 0:00	12/7/2018
CA001-030	Belgium	12	Active	"Active, Not Recruiting"	Sibille	Anne	Chu De Liege		6/13/2016 0:00	12/7/2018
CA001-030	Belgium	15	Active	"Active, Not Recruiting"	Surmont	Veerle	Uz Gent		6/10/2016 0:00	12/7/2018
CA001-030	Canada	3	Active	"Active, Not Recruiting"	Chu	Siu-Chung	Cross Cancer Institute		10/30/2014 0:00	12/7/2018
CA001-030	Canada	7	Active	"Active, Not Recruiting"	Leighl	Natasha	Princess Margaret Cancer Centre		9/21/2015 0:00	12/7/2018
CA001-030	Canada	10	Active	Completed	Sanatani	Michael	London Regional Cancer Program		6/14/2016 0:00	12/7/2018
CA001-030	Canada	17	Active	Completed	Snow	Stephanie	Nova Scotia Health Authority QEII Health Sciences Centre		6/2/2016 0:00	12/7/2018
CA001-030	Canada	19	Active	"Active, Not Recruiting"	Juergens	Rosalyn	Juravinski Cancer Centre		5/26/2016 0:00	12/7/2018
CA001-030	Germany	5	Cancelled	Cancelled	Steins	Martin	Thoraxklinik-Heidelberg Ggmbh			12/7/2018
CA001-030	Germany	6	Cancelled	Cancelled	Wolf	Juergen	Universitaetsklinik Koeln			12/7/2018
CA001-030	"Korea, Republic of"	8	Clinically Complete	Completed	Kim	Dong Wan	Seoul National University Hospital	6/30/2017 0:00	4/21/2016 0:00	12/7/2018
CA001-030	Netherlands	13	Active	Completed	Van Herpen	Carla	Radboud Universitair Medisch Centrum		9/30/2016 0:00	12/7/2018
CA001-030	Puerto Rico	9	Active	"Active, Not Recruiting"	Acosta Rivera	Mirelis	Fundacion De Investigacion De Diego		2/25/2016 0:00	12/7/2018
CA001-030	USA	1	Active	"Active, Not Recruiting"	Ready	Neal	Duke University Medical Center		12/11/2014 0:00	12/7/2018
